"Date","Time","Scan","Foraging","Roosting","Alert","Preening"
2010-02-11,"Midday","5",0,1,0,0
2010-02-11,"Midday","5",0,1,0,0
2010-02-11,"Midday","5",0,1,0,0
2010-02-11,"Midday","5",0,1,0,0
2010-02-11,"Midday","5",0,1,0,0
2010-02-11,"Midday","5",0,1,0,0
2010-02-11,"Midday","5",0,1,0,0
2010-02-11,"Midday","5",0,1,0,0
2010-02-11,"Midday","5",0,1,0,0
2010-02-11,"Midday","5",0,1,0,0
2010-02-11,"Midday","5",0,1,0,0
2010-02-11,"Midday","5",0,1,0,0
2010-02-11,"Midday","5",0,1,0,0
2010-02-11,"Midday","5",0,1,0,0
2010-02-11,"Midday","5",0,1,0,0
2010-02-11,"Midday","5",0,1,0,0
2010-02-11,"Midday","5",0,1,0,0
2010-02-11,"Midday","5",0,1,0,0
2010-02-11,"Midday","5",0,1,0,0
2010-02-11,"Midday","5",0,1,0,0
2010-02-11,"Midday","5",0,1,0,0
2010-02-11,"Midday","5",0,1,0,0
2010-02-11,"Midday","5",0,1,0,0
2010-02-11,"Midday","5",0,1,0,0
2010-02-11,"Midday","5",0,1,0,0
2010-02-11,"Midday","5",0,1,0,0
2010-02-11,"Midday","5",0,1,0,0
2010-02-11,"Midday","5",0,1,0,0
2010-02-11,"Midday","5",0,1,0,0
2010-02-11,"Midday","5",0,0,0,1
2010-02-11,"Midday","5",0,0,0,1
2010-02-11,"Midday","5",0,0,0,1
2010-02-11,"Midday","5",0,0,0,1
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",1,0,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,1,0,0
2010-02-11,"Midday","6",0,0,0,1
2010-02-11,"Midday","6",0,0,0,1
2010-02-11,"Midday","6",0,0,0,1
2010-02-11,"Midday","6",0,0,0,1
2010-02-11,"Midday","6",0,0,0,1
2010-02-11,"Midday","6",0,0,0,1
2010-02-11,"Sunset","1",1,0,0,0
2010-02-11,"Sunset","1",1,0,0,0
2010-02-11,"Sunset","1",1,0,0,0
2010-02-11,"Sunset","1",0,1,0,0
2010-02-11,"Sunset","1",0,1,0,0
2010-02-11,"Sunset","1",0,1,0,0
2010-02-11,"Sunset","1",0,1,0,0
2010-02-11,"Sunset","1",0,1,0,0
2010-02-11,"Sunset","2",1,0,0,0
2010-02-11,"Sunset","2",1,0,0,0
2010-02-11,"Sunset","2",1,0,0,0
2010-02-11,"Sunset","2",0,1,0,0
2010-02-11,"Sunset","2",0,1,0,0
2010-02-11,"Sunset","2",0,1,0,0
2010-02-11,"Sunset","2",0,1,0,0
2010-02-11,"Sunset","2",0,1,0,0
2010-02-11,"Sunset","3",0,1,0,0
2010-02-11,"Sunset","3",0,1,0,0
2010-02-11,"Sunset","3",0,1,0,0
2010-02-11,"Sunset","3",0,1,0,0
2010-02-11,"Sunset","3",0,1,0,0
2010-02-11,"Sunset","3",0,1,0,0
2010-02-11,"Sunset","3",0,1,0,0
2010-02-11,"Sunset","3",0,0,0,1
2010-02-11,"Sunset","4",0,1,0,0
2010-02-11,"Sunset","4",0,1,0,0
2010-02-11,"Sunset","4",0,1,0,0
2010-02-11,"Sunset","4",0,1,0,0
2010-02-11,"Sunset","4",0,1,0,0
2010-02-11,"Sunset","4",0,1,0,0
2010-02-11,"Sunset","4",0,1,0,0
2010-02-11,"Sunset","4",0,1,0,0
2010-02-11,"Sunset","5",1,0,0,0
2010-02-11,"Sunset","5",1,0,0,0
2010-02-11,"Sunset","5",1,0,0,0
2010-02-11,"Sunset","5",1,0,0,0
2010-02-11,"Sunset","5",0,1,0,0
2010-02-11,"Sunset","5",0,1,0,0
2010-02-11,"Sunset","5",0,1,0,0
2010-02-11,"Sunset","5",0,1,0,0
2010-02-11,"Sunset","6",0,1,0,0
2010-02-11,"Sunset","6",0,1,0,0
2010-02-11,"Sunset","6",0,1,0,0
2010-02-11,"Sunset","6",0,1,0,0
2010-02-11,"Sunset","6",0,1,0,0
2010-02-11,"Sunset","6",0,1,0,0
2010-02-11,"Sunset","6",0,1,0,0
2010-02-11,"Sunset","6",0,1,0,0
2010-02-14,"Sunrise","1",1,0,0,0
2010-02-14,"Sunrise","1",1,0,0,0
2010-02-14,"Sunrise","1",1,0,0,0
2010-02-14,"Sunrise","1",1,0,0,0
2010-02-14,"Sunrise","1",1,0,0,0
2010-02-14,"Sunrise","1",1,0,0,0
2010-02-14,"Sunrise","1",1,0,0,0
2010-02-14,"Sunrise","1",1,0,0,0
2010-02-14,"Sunrise","1",1,0,0,0
2010-02-14,"Sunrise","1",1,0,0,0
2010-02-14,"Sunrise","1",1,0,0,0
2010-02-14,"Sunrise","1",1,0,0,0
2010-02-14,"Sunrise","1",1,0,0,0
2010-02-14,"Sunrise","1",1,0,0,0
2010-02-14,"Sunrise","1",1,0,0,0
2010-02-14,"Sunrise","1",1,0,0,0
2010-02-14,"Sunrise","1",1,0,0,0
2010-02-14,"Sunrise","1",1,0,0,0
2010-02-14,"Sunrise","1",1,0,0,0
2010-02-14,"Sunrise","1",1,0,0,0
2010-02-14,"Sunrise","1",1,0,0,0
2010-02-14,"Sunrise","1",1,0,0,0
2010-02-14,"Sunrise","1",1,0,0,0
2010-02-14,"Sunrise","1",1,0,0,0
2010-02-14,"Sunrise","1",1,0,0,0
2010-02-14,"Sunrise","1",1,0,0,0
2010-02-14,"Sunrise","1",1,0,0,0
2010-02-14,"Sunrise","1",1,0,0,0
2010-02-14,"Sunrise","1",1,0,0,0
2010-02-14,"Sunrise","1",1,0,0,0
2010-02-14,"Sunrise","1",1,0,0,0
2010-02-14,"Sunrise","1",1,0,0,0
2010-02-14,"Sunrise","1",1,0,0,0
2010-02-14,"Sunrise","1",1,0,0,0
2010-02-14,"Sunrise","1",1,0,0,0
2010-02-14,"Sunrise","1",1,0,0,0
2010-02-14,"Sunrise","1",1,0,0,0
2010-02-14,"Sunrise","1",1,0,0,0
2010-02-14,"Sunrise","1",1,0,0,0
2010-02-14,"Sunrise","1",1,0,0,0
2010-02-14,"Sunrise","1",0,1,0,0
2010-02-14,"Sunrise","1",0,1,0,0
2010-02-14,"Sunrise","1",0,0,1,0
2010-02-14,"Sunrise","1",0,0,0,1
2010-02-14,"Sunrise","1",0,0,0,1
2010-02-14,"Sunrise","1",0,0,0,1
2010-02-14,"Sunrise","2",1,0,0,0
2010-02-14,"Sunrise","2",1,0,0,0
2010-02-14,"Sunrise","2",1,0,0,0
2010-02-14,"Sunrise","2",1,0,0,0
2010-02-14,"Sunrise","2",1,0,0,0
2010-02-14,"Sunrise","2",1,0,0,0
2010-02-14,"Sunrise","2",1,0,0,0
2010-02-14,"Sunrise","2",1,0,0,0
2010-02-14,"Sunrise","2",1,0,0,0
2010-02-14,"Sunrise","2",1,0,0,0
2010-02-14,"Sunrise","2",1,0,0,0
2010-02-14,"Sunrise","2",1,0,0,0
2010-02-14,"Sunrise","2",1,0,0,0
2010-02-14,"Sunrise","2",1,0,0,0
2010-02-14,"Sunrise","2",1,0,0,0
2010-02-14,"Sunrise","2",1,0,0,0
2010-02-14,"Sunrise","2",1,0,0,0
2010-02-14,"Sunrise","2",1,0,0,0
2010-02-14,"Sunrise","2",1,0,0,0
2010-02-14,"Sunrise","2",1,0,0,0
2010-02-14,"Sunrise","2",1,0,0,0
2010-02-14,"Sunrise","2",1,0,0,0
2010-02-14,"Sunrise","2",1,0,0,0
2010-02-14,"Sunrise","2",1,0,0,0
2010-02-14,"Sunrise","2",1,0,0,0
2010-02-14,"Sunrise","2",1,0,0,0
2010-02-14,"Sunrise","2",0,1,0,0
2010-02-14,"Sunrise","2",0,1,0,0
2010-02-14,"Sunrise","2",0,1,0,0
2010-02-14,"Sunrise","2",0,1,0,0
2010-02-14,"Sunrise","2",0,1,0,0
2010-02-14,"Sunrise","2",0,1,0,0
2010-02-14,"Sunrise","2",0,1,0,0
2010-02-14,"Sunrise","2",0,1,0,0
2010-02-14,"Sunrise","2",0,1,0,0
2010-02-14,"Sunrise","2",0,1,0,0
2010-02-14,"Sunrise","2",0,1,0,0
2010-02-14,"Sunrise","2",0,1,0,0
2010-02-14,"Sunrise","2",0,1,0,0
2010-02-14,"Sunrise","2",0,1,0,0
2010-02-14,"Sunrise","2",0,1,0,0
2010-02-14,"Sunrise","2",0,1,0,0
2010-02-14,"Sunrise","2",0,1,0,0
2010-02-14,"Sunrise","2",0,0,1,0
2010-02-14,"Sunrise","2",0,0,0,1
2010-02-14,"Sunrise","2",0,0,0,1
2010-02-14,"Sunrise","2",0,0,0,1
2010-02-14,"Sunrise","2",0,0,0,1
2010-02-14,"Sunrise","2",0,0,0,1
2010-02-14,"Sunrise","2",0,0,0,1
2010-02-14,"Sunrise","2",0,0,0,1
2010-02-14,"Sunrise","2",0,0,0,1
2010-02-14,"Sunrise","2",0,0,0,1
2010-02-14,"Sunrise","2",0,0,0,1
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",1,0,0,0
2010-02-14,"Sunrise","3",0,1,0,0
2010-02-14,"Sunrise","3",0,1,0,0
2010-02-14,"Sunrise","3",0,1,0,0
2010-02-14,"Sunrise","3",0,1,0,0
2010-02-14,"Sunrise","3",0,1,0,0
2010-02-14,"Sunrise","3",0,1,0,0
2010-02-14,"Sunrise","3",0,1,0,0
2010-02-14,"Sunrise","3",0,1,0,0
2010-02-14,"Sunrise","3",0,1,0,0
2010-02-14,"Sunrise","3",0,1,0,0
2010-02-14,"Sunrise","3",0,0,1,0
2010-02-14,"Sunrise","3",0,0,0,1
2010-02-14,"Sunrise","3",0,0,0,1
2010-02-14,"Sunrise","3",0,0,0,1
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",1,0,0,0
2010-02-14,"Sunrise","4",0,1,0,0
2010-02-14,"Sunrise","4",0,1,0,0
2010-02-14,"Sunrise","4",0,1,0,0
2010-02-14,"Sunrise","4",0,1,0,0
2010-02-14,"Sunrise","4",0,1,0,0
2010-02-14,"Sunrise","4",0,1,0,0
2010-02-14,"Sunrise","4",0,1,0,0
2010-02-14,"Sunrise","4",0,1,0,0
2010-02-14,"Sunrise","4",0,1,0,0
2010-02-14,"Sunrise","4",0,0,0,1
2010-02-14,"Sunrise","4",0,0,0,1
2010-02-14,"Sunrise","5",1,0,0,0
2010-02-14,"Sunrise","5",1,0,0,0
2010-02-14,"Sunrise","5",1,0,0,0
2010-02-14,"Sunrise","5",1,0,0,0
2010-02-14,"Sunrise","5",1,0,0,0
2010-02-14,"Sunrise","5",1,0,0,0
2010-02-14,"Sunrise","5",1,0,0,0
2010-02-14,"Sunrise","5",1,0,0,0
2010-02-14,"Sunrise","5",1,0,0,0
2010-02-14,"Sunrise","5",1,0,0,0
2010-02-14,"Sunrise","5",1,0,0,0
2010-02-14,"Sunrise","5",1,0,0,0
2010-02-14,"Sunrise","5",1,0,0,0
2010-02-14,"Sunrise","5",1,0,0,0
2010-02-14,"Sunrise","5",1,0,0,0
2010-02-14,"Sunrise","5",1,0,0,0
2010-02-14,"Sunrise","5",1,0,0,0
2010-02-14,"Sunrise","5",1,0,0,0
2010-02-14,"Sunrise","5",1,0,0,0
2010-02-14,"Sunrise","5",1,0,0,0
2010-02-14,"Sunrise","5",1,0,0,0
2010-02-14,"Sunrise","5",1,0,0,0
2010-02-14,"Sunrise","5",1,0,0,0
2010-02-14,"Sunrise","5",1,0,0,0
2010-02-14,"Sunrise","5",1,0,0,0
2010-02-14,"Sunrise","5",1,0,0,0
2010-02-14,"Sunrise","5",1,0,0,0
2010-02-14,"Sunrise","5",1,0,0,0
2010-02-14,"Sunrise","5",1,0,0,0
2010-02-14,"Sunrise","5",1,0,0,0
2010-02-14,"Sunrise","5",1,0,0,0
2010-02-14,"Sunrise","5",1,0,0,0
2010-02-14,"Sunrise","5",1,0,0,0
2010-02-14,"Sunrise","5",1,0,0,0
2010-02-14,"Sunrise","5",1,0,0,0
2010-02-14,"Sunrise","5",1,0,0,0
2010-02-14,"Sunrise","5",1,0,0,0
2010-02-14,"Sunrise","5",1,0,0,0
2010-02-14,"Sunrise","5",1,0,0,0
2010-02-14,"Sunrise","5",1,0,0,0
2010-02-14,"Sunrise","5",1,0,0,0
2010-02-14,"Sunrise","5",1,0,0,0
2010-02-14,"Sunrise","5",1,0,0,0
2010-02-14,"Sunrise","5",1,0,0,0
2010-02-14,"Sunrise","5",1,0,0,0
2010-02-14,"Sunrise","5",0,1,0,0
2010-02-14,"Sunrise","5",0,1,0,0
2010-02-14,"Sunrise","5",0,1,0,0
2010-02-14,"Sunrise","6",1,0,0,0
2010-02-14,"Sunrise","6",1,0,0,0
2010-02-14,"Sunrise","6",1,0,0,0
2010-02-14,"Sunrise","6",1,0,0,0
2010-02-14,"Sunrise","6",1,0,0,0
2010-02-14,"Sunrise","6",1,0,0,0
2010-02-14,"Sunrise","6",1,0,0,0
2010-02-14,"Sunrise","6",1,0,0,0
2010-02-14,"Sunrise","6",1,0,0,0
2010-02-14,"Sunrise","6",1,0,0,0
2010-02-14,"Sunrise","6",1,0,0,0
2010-02-14,"Sunrise","6",1,0,0,0
2010-02-14,"Sunrise","6",1,0,0,0
2010-02-14,"Sunrise","6",1,0,0,0
2010-02-14,"Sunrise","6",1,0,0,0
2010-02-14,"Sunrise","6",1,0,0,0
2010-02-14,"Sunrise","6",1,0,0,0
2010-02-14,"Sunrise","6",1,0,0,0
2010-02-14,"Sunrise","6",1,0,0,0
2010-02-14,"Sunrise","6",1,0,0,0
2010-02-14,"Sunrise","6",1,0,0,0
2010-02-14,"Sunrise","6",1,0,0,0
2010-02-14,"Sunrise","6",1,0,0,0
2010-02-14,"Sunrise","6",1,0,0,0
2010-02-14,"Sunrise","6",1,0,0,0
2010-02-14,"Sunrise","6",1,0,0,0
2010-02-14,"Sunrise","6",1,0,0,0
2010-02-14,"Sunrise","6",1,0,0,0
2010-02-14,"Sunrise","6",1,0,0,0
2010-02-14,"Sunrise","6",1,0,0,0
2010-02-14,"Sunrise","6",1,0,0,0
2010-02-14,"Sunrise","6",1,0,0,0
2010-02-14,"Sunrise","6",1,0,0,0
2010-02-14,"Sunrise","6",1,0,0,0
2010-02-14,"Sunrise","6",1,0,0,0
2010-02-14,"Sunrise","6",1,0,0,0
2010-02-14,"Sunrise","6",1,0,0,0
2010-02-14,"Sunrise","6",0,1,0,0
2010-02-14,"Sunrise","6",0,1,0,0
2010-02-14,"Sunrise","6",0,0,0,1
2010-02-14,"Sunrise","6",0,0,0,1
2010-02-14,"Sunrise","6",0,0,0,1
2010-02-14,"Sunrise","6",0,0,0,1
2010-02-14,"Midday","1",0,0,0,0
2010-02-14,"Midday","2",1,0,0,0
2010-02-14,"Midday","2",1,0,0,0
2010-02-14,"Midday","2",1,0,0,0
2010-02-14,"Midday","2",1,0,0,0
2010-02-14,"Midday","2",1,0,0,0
2010-02-14,"Midday","2",1,0,0,0
2010-02-14,"Midday","2",1,0,0,0
2010-02-14,"Midday","2",1,0,0,0
2010-02-14,"Midday","2",1,0,0,0
2010-02-14,"Midday","2",1,0,0,0
2010-02-14,"Midday","2",1,0,0,0
2010-02-14,"Midday","2",1,0,0,0
2010-02-14,"Midday","2",1,0,0,0
2010-02-14,"Midday","2",1,0,0,0
2010-02-14,"Midday","2",1,0,0,0
2010-02-14,"Midday","2",1,0,0,0
2010-02-14,"Midday","2",1,0,0,0
2010-02-14,"Midday","2",1,0,0,0
2010-02-14,"Midday","2",1,0,0,0
2010-02-14,"Midday","2",1,0,0,0
2010-02-14,"Midday","2",1,0,0,0
2010-02-14,"Midday","2",1,0,0,0
2010-02-14,"Midday","2",1,0,0,0
2010-02-14,"Midday","2",1,0,0,0
2010-02-14,"Midday","2",1,0,0,0
2010-02-14,"Midday","2",1,0,0,0
2010-02-14,"Midday","2",1,0,0,0
2010-02-14,"Midday","2",1,0,0,0
2010-02-14,"Midday","2",1,0,0,0
2010-02-14,"Midday","2",1,0,0,0
2010-02-14,"Midday","2",1,0,0,0
2010-02-14,"Midday","2",1,0,0,0
2010-02-14,"Midday","2",1,0,0,0
2010-02-14,"Midday","2",1,0,0,0
2010-02-14,"Midday","2",1,0,0,0
2010-02-14,"Midday","2",1,0,0,0
2010-02-14,"Midday","2",1,0,0,0
2010-02-14,"Midday","2",1,0,0,0
2010-02-14,"Midday","2",1,0,0,0
2010-02-14,"Midday","2",1,0,0,0
2010-02-14,"Midday","2",0,1,0,0
2010-02-14,"Midday","2",0,1,0,0
2010-02-14,"Midday","2",0,1,0,0
2010-02-14,"Midday","2",0,1,0,0
2010-02-14,"Midday","2",0,1,0,0
2010-02-14,"Midday","2",0,0,1,0
2010-02-14,"Midday","2",0,0,1,0
2010-02-14,"Midday","2",0,0,1,0
2010-02-14,"Midday","2",0,0,0,1
2010-02-14,"Midday","2",0,0,0,1
2010-02-14,"Midday","2",0,0,0,1
2010-02-14,"Midday","2",0,0,0,1
2010-02-14,"Midday","2",0,0,0,1
2010-02-14,"Midday","3",1,0,0,0
2010-02-14,"Midday","3",1,0,0,0
2010-02-14,"Midday","3",1,0,0,0
2010-02-14,"Midday","3",1,0,0,0
2010-02-14,"Midday","3",1,0,0,0
2010-02-14,"Midday","3",1,0,0,0
2010-02-14,"Midday","3",1,0,0,0
2010-02-14,"Midday","3",1,0,0,0
2010-02-14,"Midday","3",1,0,0,0
2010-02-14,"Midday","3",1,0,0,0
2010-02-14,"Midday","3",1,0,0,0
2010-02-14,"Midday","3",1,0,0,0
2010-02-14,"Midday","3",1,0,0,0
2010-02-14,"Midday","3",1,0,0,0
2010-02-14,"Midday","3",1,0,0,0
